elasticity,price,lerner,cs,ps
-5.0,58.79267815565338,0.4881691810574846,52215.08438491429,16719.52426444026
-10.0,50.97979649494997,0.4071101969451547,12767.983530020996,8891.365274771077
-20.0,27.188404394598827,-0.1320594266041021,3129.4482334825184,389.9685809555854
-30.0,29.194166283099168,-0.02760595762408371,211.9882154270215,-10.084412265406147
