price_cap,price,lerner,cap_binding,cs,ps
60.0,42.59493238379978,0.2933822958259068,0.1315,5697.369186691878,5524.882957690801
100.0,49.38362409548375,0.38974829301411723,0.0,13107.440418983375,8136.084900361094
150.0,41.46545575583026,0.2765041119511683,0.0,17998.451759617077,5309.4492727379
300.0,40.17998592624518,0.25125746743524296,0.0,18785.88017360668,4503.266495247959
